"{3., 0., -3.1800487198123224}","{3., 0.3, -3.139526386157808}","{3., 0.6, -3.076740572561543}","{3., 0.8999999999999999, -2.980052501068754}","{3., 1.2, -2.8117952002371127}","{3., 1.5, -2.7113950644553997}","{3., 1.7999999999999998, -2.579920353080888}","{3., 2.1, -2.3735439376014185}","{3., 2.4, -2.2866430476085133}","{3., 2.6999999999999997, -2.1354596344326677}","{3., 3., -2.1393628736537798}","{3., 3.3, -2.0728063707445408}","{3., 3.5999999999999996, -2.2053759179388512}","{3., 3.9, -2.3118676729847056}","{3., 4.2, -2.3956317099564712}","{3., 4.5, -2.5860597264529233}","{3., 4.8, -2.6469937675917947}","{3., 5.1, -2.7974672144847377}","{3., 5.3999999999999995, -2.9704065610537214}","{3., 5.7, -3.0843620539111374}","{3., 6., -3.094244465634473}"
"{3.3, 0., -3.239983862728735}","{3.3, 0.3, -3.19042393765468}","{3.3, 0.6, -3.0418661659858612}","{3.3, 0.8999999999999999, -2.9441034900815883}","{3.3, 1.2, -2.8442890735964395}","{3.3, 1.5, -2.700947936560287}","{3.3, 1.7999999999999998, -2.572344027988146}","{3.3, 2.1, -2.3688666978617263}","{3.3, 2.4, -2.2333012770459675}","{3.3, 2.6999999999999997, -2.161961759453838}","{3.3, 3., -2.1152388999368603}","{3.3, 3.3, -2.1193663987179505}","{3.3, 3.5999999999999996, -2.1890424926780665}","{3.3, 3.9, -2.2565112239965637}","{3.3, 4.2, -2.4097994104030356}","{3.3, 4.5, -2.573036699609487}","{3.3, 4.8, -2.690936567455278}","{3.3, 5.1, -2.8177239434222887}","{3.3, 5.3999999999999995, -2.954028098852675}","{3.3, 5.7, -3.0983177714217196}","{3.3, 6., -3.1313375225750146}"
"{3.5999999999999996, 0., -3.266621406848214}","{3.5999999999999996, 0.3, -3.282944578490171}","{3.5999999999999996, 0.6, -3.1314246066974967}","{3.5999999999999996, 0.8999999999999999, -3.0620544760586688}","{3.5999999999999996, 1.2, -2.890346173223673}","{3.5999999999999996, 1.5, -2.6502168032545605}","{3.5999999999999996, 1.7999999999999998, -2.4161532494563547}","{3.5999999999999996, 2.1, -2.2353166771185964}","{3.5999999999999996, 2.4, -2.054869905343262}","{3.5999999999999996, 2.6999999999999997, -1.9819721471668053}","{3.5999999999999996, 3., -1.905301910959929}","{3.5999999999999996, 3.3, -1.8534293827886623}","{3.5999999999999996, 3.5999999999999996, -1.9638094878549865}","{3.5999999999999996, 3.9, -2.105385647799133}","{3.5999999999999996, 4.2, -2.191693347497045}","{3.5999999999999996, 4.5, -2.428742070922802}","{3.5999999999999996, 4.8, -2.641011162110686}","{3.5999999999999996, 5.1, -2.8337826512398605}","{3.5999999999999996, 5.3999999999999995, -3.0485007289697585}","{3.5999999999999996, 5.7, -3.183183110112547}","{3.5999999999999996, 6., -3.2269648415349854}"
"{3.9, 0., -3.558919126257918}","{3.9, 0.3, -3.4878833829597427}","{3.9, 0.6, -3.241239867468787}","{3.9, 0.8999999999999999, -3.075192038245752}","{3.9, 1.2, -2.8168512457223764}","{3.9, 1.5, -2.51343654310055}","{3.9, 1.7999999999999998, -2.2301279136004757}","{3.9, 2.1, -1.8825212904651631}","{3.9, 2.4, -1.6486927930948183}","{3.9, 2.6999999999999997, -1.4628109223026025}","{3.9, 3., -1.4062005983606238}","{3.9, 3.3, -1.4261476669232458}","{3.9, 3.5999999999999996, -1.4945497477304919}","{3.9, 3.9, -1.6851749337634883}","{3.9, 4.2, -1.9411557691462482}","{3.9, 4.5, -2.227996734697672}","{3.9, 4.8, -2.453337811254635}","{3.9, 5.1, -2.810206413717733}","{3.9, 5.3999999999999995, -3.068591040539694}","{3.9, 5.7, -3.379961182047129}","{3.9, 6., -3.3955687241247103}"
"{4.2, 0., -3.669487772509048}","{4.2, 0.3, -3.5920672210684392}","{4.2, 0.6, -3.420867634091935}","{4.2, 0.8999999999999999, -3.105228880963634}","{4.2, 1.2, -2.7938462644403845}","{4.2, 1.5, -2.3451641853272225}","{4.2, 1.7999999999999998, -1.9556907357651436}","{4.2, 2.1, -1.5416952319654875}","{4.2, 2.4, -1.20187606805347}","{4.2, 2.6999999999999997, -0.9336746590705756}","{4.2, 3., -0.8295746905008908}","{4.2, 3.3, -0.8304537911838198}","{4.2, 3.5999999999999996, -0.9316545125214765}","{4.2, 3.9, -1.1834323420913735}","{4.2, 4.2, -1.568008260448242}","{4.2, 4.5, -1.9360517866911104}","{4.2, 4.8, -2.4346973504290608}","{4.2, 5.1, -2.7331078897292107}","{4.2, 5.3999999999999995, -3.1442624785471596}","{4.2, 5.7, -3.417439004658921}","{4.2, 6., -3.633766207916824}"
"{4.5, 0., -3.6459326155600746}","{4.5, 0.3, -3.635131680663614}","{4.5, 0.6, -3.4403538924221575}","{4.5, 0.8999999999999999, -3.061673010110214}","{4.5, 1.2, -2.627727981644534}","{4.5, 1.5, -2.1123757708142135}","{4.5, 1.7999999999999998, -1.5886674330345938}","{4.5, 2.1, -1.0555909493566422}","{4.5, 2.4, -0.6787139314629465}","{4.5, 2.6999999999999997, -0.40068135945015293}","{4.5, 3., -0.23123852639411455}","{4.5, 3.3, -0.25213308697035847}","{4.5, 3.5999999999999996, -0.47190104859085225}","{4.5, 3.9, -0.7274869885924021}","{4.5, 4.2, -1.1232495402984526}","{4.5, 4.5, -1.6161094621615408}","{4.5, 4.8, -2.1209190541430494}","{4.5, 5.1, -2.5633309789282333}","{4.5, 5.3999999999999995, -3.0441686377413975}","{4.5, 5.7, -3.410285902182549}","{4.5, 6., -3.6722454070723103}"
"{4.8, 0., -3.3972460746994306}","{4.8, 0.3, -3.3260904551287753}","{4.8, 0.6, -3.069477948328262}","{4.8, 0.8999999999999999, -2.7387262873190403}","{4.8, 1.2, -2.28953717806651}","{4.8, 1.5, -1.7564646344321795}","{4.8, 1.7999999999999998, -1.1899904269394428}","{4.8, 2.1, -0.7533785556640495}","{4.8, 2.4, -0.29529753537642184}","{4.8, 2.6999999999999997, 0.006774107452017106}","{4.8, 3., 0.10250387378037043}","{4.8, 3.3, 0.11175457157366936}","{4.8, 3.5999999999999996, -0.06398073413761773}","{4.8, 3.9, -0.3049719164391866}","{4.8, 4.2, -0.7651732179248948}","{4.8, 4.5, -1.2310979050617448}","{4.8, 4.8, -1.7624789693081968}","{4.8, 5.1, -2.278749526970894}","{4.8, 5.3999999999999995, -2.718586288489033}","{4.8, 5.7, -3.149610751430205}","{4.8, 6., -3.2487708398762107}"
"{5.1, 0., -2.7290987722938076}","{5.1, 0.3, -2.6235043943690215}","{5.1, 0.6, -2.44424907618501}","{5.1, 0.8999999999999999, -2.1913068495611325}","{5.1, 1.2, -1.7691995896009987}","{5.1, 1.5, -1.3057496774223294}","{5.1, 1.7999999999999998, -0.8561604084143264}","{5.1, 2.1, -0.43863357004235776}","{5.1, 2.4, -0.09573110336840027}","{5.1, 2.6999999999999997, 0.2146867796442637}","{5.1, 3., 0.3043754128127152}","{5.1, 3.3, 0.28369520086839195}","{5.1, 3.5999999999999996, 0.11567106765071176}","{5.1, 3.9, -0.11316920880946921}","{5.1, 4.2, -0.4989104906554894}","{5.1, 4.5, -0.8858681994143283}","{5.1, 4.8, -1.3802968620993332}","{5.1, 5.1, -1.7832533653585856}","{5.1, 5.3999999999999995, -2.1536409713600753}","{5.1, 5.7, -2.490227828813064}","{5.1, 6., -2.6538794472442593}"
"{5.3999999999999995, 0., -1.8925160334333675}","{5.3999999999999995, 0.3, -1.8701014105824663}","{5.3999999999999995, 0.6, -1.7226688583486305}","{5.3999999999999995, 0.8999999999999999, -1.4674660388078349}","{5.3999999999999995, 1.2, -1.2186495822760333}","{5.3999999999999995, 1.5, -0.8611114055553564}","{5.3999999999999995, 1.7999999999999998, -0.5007100479725225}","{5.3999999999999995, 2.1, -0.20893712884655002}","{5.3999999999999995, 2.4, 0.06814606312575697}","{5.3999999999999995, 2.6999999999999997, 0.2539473095970925}","{5.3999999999999995, 3., 0.29248680775755875}","{5.3999999999999995, 3.3, 0.3206617557047495}","{5.3999999999999995, 3.5999999999999996, 0.21620453755053431}","{5.3999999999999995, 3.9, 0.06839866541427517}","{5.3999999999999995, 4.2, -0.23261649124251063}","{5.3999999999999995, 4.5, -0.5440634183344777}","{5.3999999999999995, 4.8, -0.8971775451330035}","{5.3999999999999995, 5.1, -1.2261974932346116}","{5.3999999999999995, 5.3999999999999995, -1.5036090632412338}","{5.3999999999999995, 5.7, -1.6876071046010535}","{5.3999999999999995, 6., -1.8920631763400264}"
"{5.7, 0., -1.1577221733869383}","{5.7, 0.3, -1.129230507282989}","{5.7, 0.6, -1.0684701313813378}","{5.7, 0.8999999999999999, -0.8631908174168411}","{5.7, 1.2, -0.7250898398459338}","{5.7, 1.5, -0.5162446454250096}","{5.7, 1.7999999999999998, -0.2858160926081686}","{5.7, 2.1, -0.06551558062842402}","{5.7, 2.4, 0.08704715267272095}","{5.7, 2.6999999999999997, 0.2332118684140675}","{5.7, 3., 0.293370556524303}","{5.7, 3.3, 0.265943210759214}","{5.7, 3.5999999999999996, 0.23311931481557738}","{5.7, 3.9, 0.12220193714962872}","{5.7, 4.2, -0.06612404077119824}","{5.7, 4.5, -0.26099644868432603}","{5.7, 4.8, -0.5086393106067311}","{5.7, 5.1, -0.716746338272431}","{5.7, 5.3999999999999995, -0.8936860916951616}","{5.7, 5.7, -1.0470722478430456}","{5.7, 6., -1.1449499184484913}"
"{6., 0., -0.719500607642207}","{6., 0.3, -0.719455080468889}","{6., 0.6, -0.6145485896323446}","{6., 0.8999999999999999, -0.520736401519753}","{6., 1.2, -0.40889355056798715}","{6., 1.5, -0.2606418513868679}","{6., 1.7999999999999998, -0.1019187721456236}","{6., 2.1, 0.041520441160564844}","{6., 2.4, 0.15618704156541632}","{6., 2.6999999999999997, 0.2607118241117775}","{6., 3., 0.2753752315528253}","{6., 3.3, 0.2978791986026693}","{6., 3.5999999999999996, 0.2813205846777198}","{6., 3.9, 0.1321342335375624}","{6., 4.2, 0.05881161288760945}","{6., 4.5, -0.12799547925340565}","{6., 4.8, -0.2615686986019074}","{6., 5.1, -0.39522563424073964}","{6., 5.3999999999999995, -0.5769492564941432}","{6., 5.7, -0.6351125236012}","{6., 6., -0.7162987127939602}"
